anger_train_comment,anger_train_label,anger_test_comment,anger_test_label,joy_train_label,joy_train_comment,joy_test_label,joy_test_comment,sadness_train_comment,sadness_train_label,sadness_test_comment,sadness_test_label,love_train_comment,love_train_label,love_test_comment,love_test_label
"In my case, I wrote a custom filter, fucked around with the configuration getting it to work, which means you really have to get into it.",0,,,0,Thanks Jacopo.,,,Log.truncateTo(): The following code seems to be used just for getting the first segment.,0,,,Last Issue: I would question usage of Gaussian Kernel at all.,0,,
"In other words, using the setGenerateImportedSchemas() setter or not obviously makes a difference, and given the fact that your main XML schema imports/includes the other one, I'd suggest that you change your code generation strategy.",0,,,0,Add EnumSetWritable.,,,"Looks like there's a code freeze for 2.1.8 happening right about now, but this
still hasn't been committed.",0,,,"Leo, patch applied at revision r438040, thanks a lot for this enhancement, please verify that the problem is fully fixed as you expected.",0,,
"In revision 1064741, the framework is functional and activated for the enhancer.",0,,,0,"Contributed by He Yongqiang
",,,"Mac, looks like the tests are failing (especially TestHarFileSystem).",1,,,Let me test it.,0,,
"In TestCliDriver, create_view.q and udaf_percentile_approx.q are two weird queries.",0,,,0,"I'm closing this for the time being, as we've reopened SPR-368.",,,Make scheduler heartbeat interval configurable (bikas),0,,,lets use a new one to track the integration.,0,,
"In this case, data would pretty much just silently be lost.",1,,,0,Applied Rodrigo's suggestions,,,MAPREDUCE-1813 has fixed the NPE problem.,0,,,Looking good.,0,,
Inserting timestamps automagically would be bad because it would limit a whole swath of use cases.,1,,,0,This was found in via JBossWS CXF so once we've pulled it in to JBoss and tested I'll let you know if there's any issues.,,,Marking as critical.,0,,,Looks fine to me.,0,,
Is it by mistake?,0,,,0,Thanks for the quick response Colm.,,,"Marking this an incompatible change, so that it gets attention.",0,,,"Looks fine, Sreekanth.",0,,
Is not really needed I guess.,0,,,0,Hullo?,,,Marking this for 0.18.4 and above since it's a deadlock.,0,,,"looks fine, thank you.",1,,
Is the -put command returning non-0 to indicate failure?,0,,,0,"Could you open a ticket for this (last comment)
Tnx micha",,,Maurice I don't have such option or maybe I don't know where it is.,1,,,"Looks fine, thanks.",0,,
Is there a way to fetch a pull request?,0,,,0,"Hi Thomas, it's here:

https://svn.jboss.org/repos/common/common-old/branches/Branch_1_0/",,,Maybe you can paste a SOAP query example request and explain the wrong behavior and what it is you are expecting?,0,,,"Looks good, I'll commit.",0,,
Is there a way to stop the hbase with the regionserver dead?,0,,,0,Indeed!,,,Might simply be best to track all directories and close them on shutdown.,0,,,Looks we all ran into the same issue with TCK.,0,,
"Is there any documentation how to use axis2-wsdl2code-maven-plugin, with jibx binding, and how on hell you define xmlns:tns from you binding file",0,,,0,This is actually the case in 2.0.5 already.,,,Mike,0,,,Mailing Lists to be set up before this cab be done.,0,,
Is this according to the spec?,0,,,0,"Thanks for spotting this, Philipp!",,,"Mine is not thourougly thought, it's just a suspenders AND belt solution.",0,,,Makes sense to me.,0,,
"It also happens at the very startup after he has loaded only 3 sstables (hence DataTracker likely have 3 sstables, not a shit load).",1,,,0,It seems that using {{BufferedOutputStream}} is a better solution since it will also help other operations.,,,"most recently computed K partitions), but I switched to the model with K-1 partitions always in memory and 1 slot for loading out-of-core partitions, because it made the logic slightly simpler.",0,,,"Marcelo, thanks for pointing out this; it is now fixed in rev.",1,,
It can't have been this way always?,0,,,0,"BTW, do you know why there are four one-byte packets?",,,MR's fix (similar to HDFS one).,0,,,"martin-g :i think do this in 6.0 and do 4327 in 1.5.x as its very easy to do 4327,if you do 4327,there will not be any need to mock AjaxRequestTarget but if you do do 4327 also add getters for prependscripts and appendscripts in ART ;)",0,,
It could be something as stupid as accidentally deleting the output file.,0,,,0,fixed style,,,"My assumption is that, when you make a request to read 1k from a disk file, that the OS reads substantially more than 1k from the disk and places it in the buffer cache.",0,,,May be i have the current PUT with me and from which i form the new PUTs to be added thro coprocessor hooks to a new region.,0,,
"It is a little weird since the multi-core aspect would only be usable programatically, but that will make it possible to easily bat around a 'core manager' and http design.",0,,,0,Dupe of CASSANDRA-4042 (we'll include the BF fp change there),,,"My bad, forgot to include the test file in the patch... Resubmitting in a second.",1,,,"Megan, Glad to be of service : )",1,,
"It is better to express such things in Java, or in a query language that is designed for that.",0,,,0,"I think this looks like the same issue as  [MFINDBUGS-55|http://jira.codehaus.org/browse/MFINDBUGS-55]

Garvin ",,,My error.,1,,,Modified YarnRemoteException to be not backed by PB and introduced a separate SerializedException record.,0,,
It is not ok for the interface reference not be fully qualified.,0,,,0,Changed contributed by from Arpit Agarwal to Arpit Gupta.,,,"My filterCache stats are great- you know it's set to 64K but right now, with almost all the RAM used up (we're at 71.9% now), but it's only using 36290 entries at the moment and it's holding pretty steady there(even as RAM usage increased by 10%).",0,,,"More variations add significant, long-term compatibility burdens to the project.",0,,
It is ok for goog.requires to be missing.,0,,,0,"(Revision 1450575)
HADOOP-8917.",,,My patch wouldn't compile.,1,,,"Murray, that is exactly what I am proposing - having a separate org.apache.jspwiki.api -package, and placing a number of existing manager classes into it as interfaces.",0,,
It just depends upon how smart the plug in framework and the actual plug in is.,0,,,0,add LOCALE.US to toLowerCase in SecurityUtil.replacePattern.,,,"New patch, removing ""preserve holes"" option from AnalyzingCompletionLookup: you can simply tell your StopFilter whether or not holes are meaningful.",0,,,My assertion is that the username passed into these routines (without any modification) is equivalent to value of an username identifier in the SQL language after it has been parsed by the SQL engine.,0,,
"It may suck, but at least *I* won't be the one bringing in a dumb dependency to a logging library.",1,,,0,Contributed by Arpit Agarwal.,,,Nice work [~stepinto] !,0,,,My goal here is a very small/quick change to revert how every FsShell command (except count) to how it used to work.,0,,
It must be lost somewhere.,1,,,0,"Marc, you're re-logging your ownn issues :)",,,"No idea about the issue resolution/if it's still active, but I'm afraid that by no stretch of the imagination can it be termed a ""Critical"" issue.",0,,,My suspicion is that it will be resolved.,0,,
It really *did* happen in an earlier version though....,0,,,0,Patch now applies cleanly against latest version of trunk.,,,"No unit test, sorry (but there's not much deltaQuery coverage anyway).",1,,,my xsltmark tests now run the docbook test without a problem.,0,,
It really sucks that there is now way currently to include transitive dependencies.,1,,,0,Bounce to Doug as this is a SOA issue.,,,No unit tests either yet.,0,,,"Namit, what do you by ""describe div""?",0,,
It seems pretty reliable.,0,,,0,"Thanks, I just committed the patch.",,,"no, sorry - priorities have been shifted around...",1,,,New 2.0.5 and 2.1 snapshots are deployed that contain the fixes.,0,,
It seems really confusing.,1,,,0,"However, I cannot see errors in lucli, can you make a patch for those cases, too?
",,,None of the other caches have gone up much either.,0,,,New patch looks good (nice comment on why NODELAY).,0,,
"It seems some of the wrappers in ink_hrtime.h() might no longer be used either, e.g. ink_gettimeofday() is never used, so lets get rid of that shit.",1,,,0,Look forward to seeing it resolved in 3.3.2.GA!,,,Not sure I want the transient inability to clean up some local log or other trivial task to kill a whole pig job?,1,,,New patch that includes those changes.,0,,
It seems to be adding new 'functionality' to coprocessors.,0,,,0,"On trunk apparently all use of the ""get"", ""put"", and ""delete"" histograms have already been removed from the regionserver, except for the Jamon templates.",,,Note also that an implementation goal is to not spawn threads to do writes to the underlying transport (like TFileTransport does now).,0,,,No - unfortunately I do not have enough knowledge to digg into OpenJPA's code,0,,
